run_id,model,history_steps,local_grid,structured_output,max_steps,reached_goal,final_distance,min_distance,invalid_move_rate,loop_rate,fallback_rate
run_20260220_101743_1,gpt-oss:20b,20,True,False,60,True,0,0,0.3170731707317073,0.17073170731707318,0.2926829268292683
run_20260220_101743_10,gpt-oss:20b,20,True,False,60,True,0,0,0.4,0.13333333333333333,0.23333333333333334
run_20260220_101743_2,gpt-oss:20b,20,True,False,60,True,0,0,0.43478260869565216,0.08695652173913043,0.1956521739130435
run_20260220_101743_3,gpt-oss:20b,20,True,False,60,False,3,3,0.5833333333333334,0.08333333333333333,0.21666666666666667
run_20260220_101743_4,gpt-oss:20b,20,True,False,60,False,9,8,0.7166666666666667,0.06666666666666667,0.16666666666666666
run_20260220_101743_5,gpt-oss:20b,20,True,False,60,True,0,0,0.3333333333333333,0.1568627450980392,0.3137254901960784
run_20260220_101743_6,gpt-oss:20b,20,True,False,60,True,0,0,0.28205128205128205,0.15384615384615385,0.3333333333333333
run_20260220_101743_7,gpt-oss:20b,20,True,False,60,True,0,0,0.3076923076923077,0.11538461538461539,0.2692307692307692
run_20260220_101743_8,gpt-oss:20b,20,True,False,60,True,0,0,0.3333333333333333,0.1111111111111111,0.25925925925925924
run_20260220_101743_9,gpt-oss:20b,20,True,False,60,True,0,0,0.3,0.1,0.3
run_20260220_111737_1,gpt-oss:20b,0,True,False,80,False,8,6,0.425,0.1125,0.3375
run_20260220_111737_10,gpt-oss:20b,0,True,False,80,False,9,8,0.4875,0.075,0.275
run_20260220_111737_2,gpt-oss:20b,0,True,False,80,True,0,0,0.4117647058823529,0.14705882352941177,0.3235294117647059
run_20260220_111737_3,gpt-oss:20b,0,True,False,80,True,0,0,0.4025974025974026,0.12987012987012986,0.36363636363636365
run_20260220_111737_4,gpt-oss:20b,0,True,False,80,False,8,6,0.525,0.0625,0.3
run_20260220_111737_5,gpt-oss:20b,0,True,False,80,False,9,8,0.5375,0.0625,0.2625
run_20260220_111737_6,gpt-oss:20b,0,True,False,80,False,6,6,0.55,0.075,0.25
run_20260220_111737_7,gpt-oss:20b,0,True,False,80,True,0,0,0.47058823529411764,0.10294117647058823,0.27941176470588236
run_20260220_111737_8,gpt-oss:20b,0,True,False,80,False,8,7,0.425,0.0875,0.3625
run_20260220_111737_9,gpt-oss:20b,0,True,False,80,False,5,4,0.4625,0.0875,0.2875
run_20260220_130805_1,gpt-oss:20b,5,True,False,80,False,9,7,0.5125,0.1125,0.2625
run_20260220_130805_10,gpt-oss:20b,5,True,False,80,False,9,8,0.5875,0.0625,0.2
run_20260220_130805_2,gpt-oss:20b,5,True,False,80,False,9,7,0.5125,0.0875,0.2625
run_20260220_130805_3,gpt-oss:20b,5,True,False,80,False,8,6,0.7,0.05,0.2125
run_20260220_130805_4,gpt-oss:20b,5,True,False,80,False,9,6,0.5625,0.05,0.3
run_20260220_130805_5,gpt-oss:20b,5,True,False,80,False,9,8,0.6125,0.0375,0.25
run_20260220_130805_6,gpt-oss:20b,5,True,False,80,False,8,7,0.6,0.0625,0.2625
run_20260220_130805_7,gpt-oss:20b,5,True,False,80,False,7,5,0.5625,0.1,0.3125
run_20260220_130805_8,gpt-oss:20b,5,True,False,80,False,7,7,0.5625,0.0625,0.3125
run_20260220_130805_9,gpt-oss:20b,5,True,False,80,True,0,0,0.5081967213114754,0.13114754098360656,0.2786885245901639
run_20260220_150257_1,gpt-oss:20b,10,True,False,80,False,7,6,0.6125,0.075,0.2625
run_20260220_150257_10,gpt-oss:20b,10,True,False,80,True,0,0,0.55,0.1,0.2375
run_20260220_150257_2,gpt-oss:20b,10,True,False,80,False,6,6,0.425,0.1,0.425
run_20260220_150257_3,gpt-oss:20b,10,True,False,80,False,9,8,0.4625,0.075,0.35
run_20260220_150257_4,gpt-oss:20b,10,True,False,80,False,8,6,0.5,0.0875,0.35
run_20260220_150257_5,gpt-oss:20b,10,True,False,80,False,8,7,0.6,0.0875,0.3
run_20260220_150257_6,gpt-oss:20b,10,True,False,80,False,9,6,0.6375,0.075,0.3125
run_20260220_150257_7,gpt-oss:20b,10,True,False,80,False,9,9,0.6625,0.05,0.2125
run_20260220_150257_8,gpt-oss:20b,10,True,False,80,False,8,6,0.475,0.0875,0.4375
run_20260220_150257_9,gpt-oss:20b,10,True,False,80,False,9,6,0.6375,0.075,0.175
run_20260220_173409_1,gpt-oss:20b,20,True,False,80,True,0,0,0.3142857142857143,0.14285714285714285,0.34285714285714286
run_20260220_173409_10,gpt-oss:20b,20,True,False,80,False,14,13,0.6,0.0375,0.2375
run_20260220_173409_2,gpt-oss:20b,20,True,False,80,True,0,0,0.3442622950819672,0.11475409836065574,0.3114754098360656
run_20260220_173409_3,gpt-oss:20b,20,True,False,80,False,10,7,0.7,0.0375,0.225
run_20260220_173409_4,gpt-oss:20b,20,True,False,80,True,0,0,0.5873015873015873,0.1111111111111111,0.2698412698412698
run_20260220_173409_5,gpt-oss:20b,20,True,False,80,False,9,7,0.6375,0.0625,0.2375
run_20260220_173409_6,gpt-oss:20b,20,True,False,80,True,0,0,0.38461538461538464,0.15384615384615385,0.358974358974359
run_20260220_173409_7,gpt-oss:20b,20,True,False,80,False,10,10,0.5,0.0875,0.2875
run_20260220_173409_8,gpt-oss:20b,20,True,False,80,False,8,8,0.625,0.075,0.225
run_20260220_173409_9,gpt-oss:20b,20,True,False,80,False,2,2,0.475,0.0875,0.2625
run_20260220_192832_1,gpt-oss:20b,10,True,False,80,False,9,8,0.5375,0.1,0.2875
run_20260220_192832_10,gpt-oss:20b,10,True,False,80,False,7,7,0.5875,0.075,0.25
run_20260220_192832_2,gpt-oss:20b,10,True,False,80,False,9,9,0.5375,0.075,0.2375
run_20260220_192832_3,gpt-oss:20b,10,True,False,80,False,14,13,0.675,0.0375,0.275
run_20260220_192832_4,gpt-oss:20b,10,True,False,80,False,9,8,0.5875,0.075,0.275
run_20260220_192832_5,gpt-oss:20b,10,True,False,80,False,9,7,0.6125,0.075,0.2875
run_20260220_192832_6,gpt-oss:20b,10,True,False,80,False,6,4,0.6,0.1,0.2
run_20260220_192832_7,gpt-oss:20b,10,True,False,80,False,10,6,0.625,0.075,0.2125
run_20260220_192832_8,gpt-oss:20b,10,True,False,80,False,11,10,0.4625,0.075,0.325
run_20260220_192832_9,gpt-oss:20b,10,True,False,80,False,,9,0.5,0.0625,0.3125
